event_id,timestamp,unit_number,credential_id,holder_type,access_point,direction,result
EVT-001670,2026-08-06T22:43:00+08:00,B-03-01,B-03-01-RES-3,resident,main_lobby,entry,granted
EVT-002842,2026-08-07T06:31:00+08:00,B-06-02,B-06-02-ACT-06,access_card,main_lobby,entry,granted
EVT-002778,2026-08-07T06:38:00+08:00,B-06-02,B-06-02-ACT-02,access_card,main_lobby,entry,granted
EVT-001725,2026-08-07T07:00:00+08:00,B-03-02,B-03-02-RES-1,resident,main_lobby,exit,granted
EVT-001879,2026-08-07T07:02:00+08:00,B-04-01,B-04-01-RES-3,resident,main_lobby,exit,granted
EVT-000059,2026-08-07T07:06:00+08:00,A-02-02,A-02-02-RES-1,resident,main_lobby,exit,granted
EVT-002395,2026-08-07T07:11:00+08:00,B-06-02,B-06-02-RES-2,resident,main_lobby,exit,granted
EVT-000959,2026-08-07T07:15:00+08:00,A-06-01,A-06-01-RES-3,resident,main_lobby,exit,granted
EVT-001465,2026-08-07T07:15:00+08:00,B-02-02,B-02-02-RES-1,resident,main_lobby,exit,granted
EVT-002189,2026-08-07T07:18:00+08:00,B-05-02,B-05-02-RES-2,resident,main_lobby,exit,granted
EVT-001565,2026-08-07T07:29:00+08:00,B-03-01,B-03-01-RES-1,resident,main_lobby,exit,granted
EVT-001161,2026-08-07T07:36:00+08:00,A-07-01,A-07-01-RES-2,resident,main_lobby,exit,granted
EVT-000665,2026-08-07T08:08:00+08:00,A-05-01,A-05-01-RES-2,resident,main_lobby,exit,granted
EVT-001371,2026-08-07T08:08:00+08:00,B-02-01,B-02-01-RES-2,resident,main_lobby,exit,granted
EVT-002557,2026-08-07T08:10:00+08:00,B-07-02,B-07-02-RES-1,resident,main_lobby,exit,granted
EVT-000163,2026-08-07T08:12:00+08:00,A-03-01,A-03-01-RES-1,resident,main_lobby,exit,granted
EVT-000315,2026-08-07T08:18:00+08:00,A-03-02,A-03-02-RES-2,resident,main_lobby,exit,granted
EVT-000367,2026-08-07T08:24:00+08:00,A-03-02,A-03-02-RES-3,resident,main_lobby,exit,granted
EVT-000213,2026-08-07T08:31:00+08:00,A-03-01,A-03-01-RES-2,resident,main_lobby,exit,granted
EVT-001933,2026-08-07T08:33:00+08:00,B-04-02,B-04-02-RES-1,resident,main_lobby,exit,granted
EVT-001271,2026-08-07T08:40:00+08:00,A-07-02,A-07-02-RES-2,resident,main_lobby,exit,granted
EVT-000113,2026-08-07T08:43:00+08:00,A-02-02,A-02-02-RES-2,resident,main_lobby,exit,granted
EVT-002349,2026-08-07T08:55:00+08:00,B-06-02,B-06-02-RES-1,resident,main_lobby,exit,granted
EVT-002293,2026-08-07T09:00:00+08:00,B-06-01,B-06-01-RES-2,resident,main_lobby,exit,granted
EVT-000563,2026-08-07T09:04:00+08:00,A-04-02,A-04-02-RES-1,resident,main_lobby,exit,granted
EVT-000613,2026-08-07T09:04:00+08:00,A-05-01,A-05-01-RES-1,resident,main_lobby,exit,granted
EVT-000009,2026-08-07T09:13:00+08:00,A-02-01,A-02-01-RES-1,resident,main_lobby,exit,granted
EVT-001619,2026-08-07T09:14:00+08:00,B-03-01,B-03-01-RES-2,resident,main_lobby,exit,granted
EVT-001775,2026-08-07T09:25:00+08:00,B-04-01,B-04-01-RES-1,resident,main_lobby,exit,granted
EVT-002509,2026-08-07T09:25:00+08:00,B-07-01,B-07-01-RES-2,resident,main_lobby,exit,granted
EVT-001671,2026-08-07T09:26:00+08:00,B-03-01,B-03-01-RES-3,resident,main_lobby,exit,granted
EVT-002241,2026-08-07T09:34:00+08:00,B-06-01,B-06-01-RES-1,resident,main_lobby,exit,granted
EVT-000413,2026-08-07T09:42:00+08:00,A-04-01,A-04-01-RES-1,resident,main_lobby,exit,granted
EVT-000915,2026-08-07T09:44:00+08:00,A-06-01,A-06-01-RES-2,resident,main_lobby,exit,granted
EVT-000715,2026-08-07T10:05:00+08:00,A-05-01,A-05-01-RES-3,resident,main_lobby,exit,granted
EVT-000263,2026-08-07T10:21:00+08:00,A-03-02,A-03-02-RES-1,resident,main_lobby,exit,granted
EVT-001415,2026-08-07T10:22:00+08:00,B-02-01,B-02-01-RES-3,resident,main_lobby,exit,granted
EVT-000813,2026-08-07T10:23:00+08:00,A-05-02,A-05-02-RES-2,resident,main_lobby,exit,granted
EVT-001987,2026-08-07T10:23:00+08:00,B-04-02,B-04-02-RES-2,resident,main_lobby,exit,granted
EVT-002135,2026-08-07T10:26:00+08:00,B-05-02,B-05-02-RES-1,resident,main_lobby,exit,granted
EVT-001013,2026-08-07T10:36:00+08:00,A-06-02,A-06-02-RES-1,resident,main_lobby,exit,granted
EVT-001109,2026-08-07T10:36:00+08:00,A-07-01,A-07-01-RES-1,resident,main_lobby,exit,granted
EVT-002039,2026-08-07T10:37:00+08:00,B-05-01,B-05-01-RES-1,resident,main_lobby,exit,granted
EVT-000761,2026-08-07T10:43:00+08:00,A-05-02,A-05-02-RES-1,resident,main_lobby,exit,granted
EVT-002449,2026-08-07T10:46:00+08:00,B-07-01,B-07-01-RES-1,resident,main_lobby,exit,granted
EVT-001057,2026-08-07T10:59:00+08:00,A-06-02,A-06-02-RES-2,resident,main_lobby,exit,granted
EVT-000666,2026-08-07T17:18:00+08:00,A-05-01,A-05-01-RES-2,resident,main_lobby,entry,granted
EVT-001058,2026-08-07T17:19:00+08:00,A-06-02,A-06-02-RES-2,resident,main_lobby,entry,granted
EVT-000814,2026-08-07T17:25:00+08:00,A-05-02,A-05-02-RES-2,resident,main_lobby,entry,granted
EVT-000264,2026-08-07T17:31:00+08:00,A-03-02,A-03-02-RES-1,resident,main_lobby,entry,granted
EVT-001880,2026-08-07T17:36:00+08:00,B-04-01,B-04-01-RES-3,resident,main_lobby,entry,granted
EVT-000916,2026-08-07T17:40:00+08:00,A-06-01,A-06-01-RES-2,resident,main_lobby,entry,granted
EVT-001988,2026-08-07T17:44:00+08:00,B-04-02,B-04-02-RES-2,resident,main_lobby,entry,granted
EVT-001162,2026-08-07T17:51:00+08:00,A-07-01,A-07-01-RES-2,resident,main_lobby,entry,granted
EVT-000414,2026-08-07T17:57:00+08:00,A-04-01,A-04-01-RES-1,resident,main_lobby,entry,granted
EVT-001566,2026-08-07T17:58:00+08:00,B-03-01,B-03-01-RES-1,resident,main_lobby,entry,granted
EVT-000960,2026-08-07T18:04:00+08:00,A-06-01,A-06-01-RES-3,resident,main_lobby,entry,granted
EVT-002136,2026-08-07T18:11:00+08:00,B-05-02,B-05-02-RES-1,resident,main_lobby,entry,granted
EVT-000214,2026-08-07T18:17:00+08:00,A-03-01,A-03-01-RES-2,resident,main_lobby,entry,granted
EVT-001110,2026-08-07T18:20:00+08:00,A-07-01,A-07-01-RES-1,resident,main_lobby,entry,granted
EVT-001014,2026-08-07T18:31:00+08:00,A-06-02,A-06-02-RES-1,resident,main_lobby,entry,granted
EVT-002040,2026-08-07T18:33:00+08:00,B-05-01,B-05-01-RES-1,resident,main_lobby,entry,granted
EVT-000368,2026-08-07T18:58:00+08:00,A-03-02,A-03-02-RES-3,resident,main_lobby,entry,granted
EVT-002350,2026-08-07T19:00:00+08:00,B-06-02,B-06-02-RES-1,resident,main_lobby,entry,granted
EVT-000614,2026-08-07T19:06:00+08:00,A-05-01,A-05-01-RES-1,resident,main_lobby,entry,granted
EVT-002558,2026-08-07T19:07:00+08:00,B-07-02,B-07-02-RES-1,resident,main_lobby,entry,granted
EVT-002190,2026-08-07T19:08:00+08:00,B-05-02,B-05-02-RES-2,resident,main_lobby,entry,granted
EVT-002294,2026-08-07T19:14:00+08:00,B-06-01,B-06-01-RES-2,resident,main_lobby,entry,granted
EVT-001776,2026-08-07T19:18:00+08:00,B-04-01,B-04-01-RES-1,resident,main_lobby,entry,granted
EVT-001466,2026-08-07T19:20:00+08:00,B-02-02,B-02-02-RES-1,resident,main_lobby,entry,granted
EVT-001934,2026-08-07T19:24:00+08:00,B-04-02,B-04-02-RES-1,resident,main_lobby,entry,granted
EVT-002242,2026-08-07T19:29:00+08:00,B-06-01,B-06-01-RES-1,resident,main_lobby,entry,granted
EVT-002762,2026-08-07T19:43:00+08:00,B-06-02,B-06-02-ACT-01,access_card,main_lobby,exit,granted
EVT-002810,2026-08-07T19:44:00+08:00,B-06-02,B-06-02-ACT-04,access_card,main_lobby,exit,granted
EVT-002858,2026-08-07T19:44:00+08:00,B-06-02,B-06-02-ACT-07,access_card,main_lobby,exit,granted
EVT-002396,2026-08-07T19:53:00+08:00,B-06-02,B-06-02-RES-2,resident,main_lobby,entry,granted
EVT-002794,2026-08-07T20:25:00+08:00,B-06-02,B-06-02-ACT-03,access_card,main_lobby,entry,granted
EVT-000716,2026-08-07T20:38:00+08:00,A-05-01,A-05-01-RES-3,resident,main_lobby,entry,granted
EVT-002826,2026-08-07T20:41:00+08:00,B-06-02,B-06-02-ACT-05,access_card,main_lobby,exit,granted
EVT-000164,2026-08-07T20:42:00+08:00,A-03-01,A-03-01-RES-1,resident,main_lobby,entry,granted
EVT-000564,2026-08-07T20:55:00+08:00,A-04-02,A-04-02-RES-1,resident,main_lobby,entry,granted
EVT-001372,2026-08-07T21:06:00+08:00,B-02-01,B-02-01-RES-2,resident,main_lobby,entry,granted
EVT-000762,2026-08-07T21:22:00+08:00,A-05-02,A-05-02-RES-1,resident,main_lobby,entry,granted
EVT-001416,2026-08-07T21:32:00+08:00,B-02-01,B-02-01-RES-3,resident,main_lobby,entry,granted
EVT-002450,2026-08-07T21:39:00+08:00,B-07-01,B-07-01-RES-1,resident,main_lobby,entry,granted
EVT-002664,2026-08-07T22:00:00+08:00,A-03-01,A-03-01-GUEST-02,visitor_card,main_lobby,exit,granted
EVT-001672,2026-08-07T22:06:00+08:00,B-03-01,B-03-01-RES-3,resident,main_lobby,entry,granted
EVT-001272,2026-08-07T22:09:00+08:00,A-07-02,A-07-02-RES-2,resident,main_lobby,entry,granted
EVT-000316,2026-08-07T22:18:00+08:00,A-03-02,A-03-02-RES-2,resident,main_lobby,entry,granted
EVT-000060,2026-08-07T22:27:00+08:00,A-02-02,A-02-02-RES-1,resident,main_lobby,entry,granted
EVT-000010,2026-08-07T22:31:00+08:00,A-02-01,A-02-01-RES-1,resident,main_lobby,entry,granted
EVT-002510,2026-08-07T22:36:00+08:00,B-07-01,B-07-01-RES-2,resident,main_lobby,entry,granted
EVT-000114,2026-08-07T22:54:00+08:00,A-02-02,A-02-02-RES-2,resident,main_lobby,entry,granted
EVT-001620,2026-08-07T22:55:00+08:00,B-03-01,B-03-01-RES-2,resident,main_lobby,entry,granted
EVT-001726,2026-08-07T22:59:00+08:00,B-03-02,B-03-02-RES-1,resident,main_lobby,entry,granted
EVT-002874,2026-08-07T22:59:00+08:00,B-06-02,B-06-02-ACT-08,access_card,main_lobby,entry,granted
EVT-001219,2026-08-08T07:08:00+08:00,A-07-02,A-07-02-RES-1,resident,main_lobby,exit,granted
EVT-002559,2026-08-08T07:13:00+08:00,B-07-02,B-07-02-RES-1,resident,main_lobby,exit,granted
EVT-002191,2026-08-08T07:14:00+08:00,B-05-02,B-05-02-RES-2,resident,main_lobby,exit,granted
EVT-001881,2026-08-08T07:19:00+08:00,B-04-01,B-04-01-RES-3,resident,main_lobby,exit,granted
EVT-002351,2026-08-08T07:19:00+08:00,B-06-02,B-06-02-RES-1,resident,main_lobby,exit,granted
EVT-000215,2026-08-08T07:24:00+08:00,A-03-01,A-03-01-RES-2,resident,main_lobby,exit,granted
EVT-000961,2026-08-08T07:28:00+08:00,A-06-01,A-06-01-RES-3,resident,main_lobby,exit,granted
EVT-002619,2026-08-08T07:37:00+08:00,B-07-02,B-07-02-RES-2,resident,main_lobby,exit,granted
EVT-001467,2026-08-08T07:52:00+08:00,B-02-02,B-02-02-RES-1,resident,main_lobby,exit,granted
EVT-001515,2026-08-08T07:53:00+08:00,B-02-02,B-02-02-RES-2,resident,main_lobby,exit,granted
EVT-002511,2026-08-08T07:53:00+08:00,B-07-01,B-07-01-RES-2,resident,main_lobby,exit,granted
EVT-002041,2026-08-08T07:58:00+08:00,B-05-01,B-05-01-RES-1,resident,main_lobby,exit,granted
EVT-001777,2026-08-08T08:08:00+08:00,B-04-01,B-04-01-RES-1,resident,main_lobby,exit,granted
EVT-001567,2026-08-08T08:17:00+08:00,B-03-01,B-03-01-RES-1,resident,main_lobby,exit,granted
EVT-000815,2026-08-08T08:23:00+08:00,A-05-02,A-05-02-RES-2,resident,main_lobby,exit,granted
EVT-000509,2026-08-08T08:27:00+08:00,A-04-01,A-04-01-RES-3,resident,main_lobby,exit,granted
EVT-001373,2026-08-08T08:28:00+08:00,B-02-01,B-02-01-RES-2,resident,main_lobby,exit,granted
EVT-001059,2026-08-08T08:36:00+08:00,A-06-02,A-06-02-RES-2,resident,main_lobby,exit,granted
EVT-000763,2026-08-08T08:49:00+08:00,A-05-02,A-05-02-RES-1,resident,main_lobby,exit,granted
EVT-001989,2026-08-08T08:51:00+08:00,B-04-02,B-04-02-RES-2,resident,main_lobby,exit,granted
EVT-000369,2026-08-08T08:55:00+08:00,A-03-02,A-03-02-RES-3,resident,main_lobby,exit,granted
EVT-002295,2026-08-08T09:01:00+08:00,B-06-01,B-06-01-RES-2,resident,main_lobby,exit,granted
EVT-001417,2026-08-08T09:11:00+08:00,B-02-01,B-02-01-RES-3,resident,main_lobby,exit,granted
EVT-001015,2026-08-08T09:16:00+08:00,A-06-02,A-06-02-RES-1,resident,main_lobby,exit,granted
EVT-001621,2026-08-08T09:23:00+08:00,B-03-01,B-03-01-RES-2,resident,main_lobby,exit,granted
EVT-001825,2026-08-08T09:31:00+08:00,B-04-01,B-04-01-RES-2,resident,main_lobby,exit,granted
EVT-001673,2026-08-08T09:39:00+08:00,B-03-01,B-03-01-RES-3,resident,main_lobby,exit,granted
EVT-000415,2026-08-08T09:43:00+08:00,A-04-01,A-04-01-RES-1,resident,main_lobby,exit,granted
EVT-000565,2026-08-08T10:01:00+08:00,A-04-02,A-04-02-RES-1,resident,main_lobby,exit,granted
EVT-000317,2026-08-08T10:04:00+08:00,A-03-02,A-03-02-RES-2,resident,main_lobby,exit,granted
EVT-000461,2026-08-08T10:07:00+08:00,A-04-01,A-04-01-RES-2,resident,main_lobby,exit,granted
EVT-002089,2026-08-08T10:07:00+08:00,B-05-01,B-05-01-RES-2,resident,main_lobby,exit,granted
EVT-000011,2026-08-08T10:09:00+08:00,A-02-01,A-02-01-RES-1,resident,main_lobby,exit,granted
EVT-000115,2026-08-08T10:16:00+08:00,A-02-02,A-02-02-RES-2,resident,main_lobby,exit,granted
EVT-001319,2026-08-08T10:17:00+08:00,B-02-01,B-02-01-RES-1,resident,main_lobby,exit,granted
EVT-000615,2026-08-08T10:18:00+08:00,A-05-01,A-05-01-RES-1,resident,main_lobby,exit,granted
EVT-001111,2026-08-08T10:23:00+08:00,A-07-01,A-07-01-RES-1,resident,main_lobby,exit,granted
EVT-000061,2026-08-08T10:29:00+08:00,A-02-02,A-02-02-RES-1,resident,main_lobby,exit,granted
EVT-000865,2026-08-08T10:41:00+08:00,A-06-01,A-06-01-RES-1,resident,main_lobby,exit,granted
EVT-002243,2026-08-08T10:46:00+08:00,B-06-01,B-06-01-RES-1,resident,main_lobby,exit,granted
EVT-001727,2026-08-08T10:54:00+08:00,B-03-02,B-03-02-RES-1,resident,main_lobby,exit,granted
EVT-001935,2026-08-08T10:56:00+08:00,B-04-02,B-04-02-RES-1,resident,main_lobby,exit,granted
EVT-002889,2026-08-08T14:24:00+08:00,A-07-02,A-07-02-G-02,visitor_card,main_lobby,entry,granted
EVT-002715,2026-08-08T15:00:00+08:00,B-04-01,B-04-01-WK-08-1,visitor_qr,main_lobby,entry,granted
EVT-002717,2026-08-08T15:20:00+08:00,B-04-01,B-04-01-WK-08-2,visitor_qr,main_lobby,entry,granted
EVT-002719,2026-08-08T15:40:00+08:00,B-04-01,B-04-01-WK-08-3,visitor_qr,main_lobby,entry,granted
EVT-002665,2026-08-08T16:00:00+08:00,A-03-01,A-03-01-GUEST-03,visitor_card,main_lobby,entry,granted
EVT-002666,2026-08-08T16:04:00+08:00,A-03-01,A-03-01-GUEST-03,visitor_card,lift_lobby,entry,granted
EVT-001936,2026-08-08T17:02:00+08:00,B-04-02,B-04-02-RES-1,resident,main_lobby,entry,granted
EVT-000116,2026-08-08T17:05:00+08:00,A-02-02,A-02-02-RES-2,resident,main_lobby,entry,granted
EVT-002192,2026-08-08T17:09:00+08:00,B-05-02,B-05-02-RES-2,resident,main_lobby,entry,granted
EVT-000462,2026-08-08T17:15:00+08:00,A-04-01,A-04-01-RES-2,resident,main_lobby,entry,granted
EVT-000370,2026-08-08T17:17:00+08:00,A-03-02,A-03-02-RES-3,resident,main_lobby,entry,granted
EVT-001418,2026-08-08T17:20:00+08:00,B-02-01,B-02-01-RES-3,resident,main_lobby,entry,granted
EVT-002042,2026-08-08T17:35:00+08:00,B-05-01,B-05-01-RES-1,resident,main_lobby,entry,granted
EVT-002620,2026-08-08T17:39:00+08:00,B-07-02,B-07-02-RES-2,resident,main_lobby,entry,granted
EVT-001112,2026-08-08T17:59:00+08:00,A-07-01,A-07-01-RES-1,resident,main_lobby,entry,granted
EVT-002512,2026-08-08T18:12:00+08:00,B-07-01,B-07-01-RES-2,resident,main_lobby,entry,granted
EVT-000764,2026-08-08T18:27:00+08:00,A-05-02,A-05-02-RES-1,resident,main_lobby,entry,granted
EVT-001882,2026-08-08T18:47:00+08:00,B-04-01,B-04-01-RES-3,resident,main_lobby,entry,granted
EVT-002244,2026-08-08T18:56:00+08:00,B-06-01,B-06-01-RES-1,resident,main_lobby,entry,granted
EVT-000012,2026-08-08T19:08:00+08:00,A-02-01,A-02-01-RES-1,resident,main_lobby,entry,granted
EVT-001622,2026-08-08T19:37:00+08:00,B-03-01,B-03-01-RES-2,resident,main_lobby,entry,granted
EVT-000216,2026-08-08T19:42:00+08:00,A-03-01,A-03-01-RES-2,resident,main_lobby,entry,granted
EVT-000616,2026-08-08T19:46:00+08:00,A-05-01,A-05-01-RES-1,resident,main_lobby,entry,granted
EVT-000866,2026-08-08T19:47:00+08:00,A-06-01,A-06-01-RES-1,resident,main_lobby,entry,granted
EVT-001568,2026-08-08T19:52:00+08:00,B-03-01,B-03-01-RES-1,resident,main_lobby,entry,granted
EVT-001374,2026-08-08T20:20:00+08:00,B-02-01,B-02-01-RES-2,resident,main_lobby,entry,granted
EVT-002352,2026-08-08T20:30:00+08:00,B-06-02,B-06-02-RES-1,resident,main_lobby,entry,granted
EVT-001778,2026-08-08T20:38:00+08:00,B-04-01,B-04-01-RES-1,resident,main_lobby,entry,granted
EVT-001060,2026-08-08T20:43:00+08:00,A-06-02,A-06-02-RES-2,resident,main_lobby,entry,granted
EVT-001016,2026-08-08T20:46:00+08:00,A-06-02,A-06-02-RES-1,resident,main_lobby,entry,granted
EVT-001990,2026-08-08T20:50:00+08:00,B-04-02,B-04-02-RES-2,resident,main_lobby,entry,granted
EVT-001516,2026-08-08T20:52:00+08:00,B-02-02,B-02-02-RES-2,resident,main_lobby,entry,granted
EVT-001728,2026-08-08T20:55:00+08:00,B-03-02,B-03-02-RES-1,resident,main_lobby,entry,granted
EVT-000510,2026-08-08T20:56:00+08:00,A-04-01,A-04-01-RES-3,resident,main_lobby,entry,granted
EVT-000566,2026-08-08T20:58:00+08:00,A-04-02,A-04-02-RES-1,resident,main_lobby,entry,granted
EVT-001220,2026-08-08T20:58:00+08:00,A-07-02,A-07-02-RES-1,resident,main_lobby,entry,granted
EVT-001320,2026-08-08T21:04:00+08:00,B-02-01,B-02-01-RES-1,resident,main_lobby,entry,granted
EVT-000416,2026-08-08T21:10:00+08:00,A-04-01,A-04-01-RES-1,resident,main_lobby,entry,granted
EVT-000816,2026-08-08T21:18:00+08:00,A-05-02,A-05-02-RES-2,resident,main_lobby,entry,granted
EVT-002560,2026-08-08T21:22:00+08:00,B-07-02,B-07-02-RES-1,resident,main_lobby,entry,granted
EVT-001826,2026-08-08T21:35:00+08:00,B-04-01,B-04-01-RES-2,resident,main_lobby,entry,granted
EVT-000962,2026-08-08T21:43:00+08:00,A-06-01,A-06-01-RES-3,resident,main_lobby,entry,granted
EVT-001674,2026-08-08T21:44:00+08:00,B-03-01,B-03-01-RES-3,resident,main_lobby,entry,granted
EVT-000062,2026-08-08T22:03:00+08:00,A-02-02,A-02-02-RES-1,resident,main_lobby,entry,granted
EVT-000318,2026-08-08T22:14:00+08:00,A-03-02,A-03-02-RES-2,resident,main_lobby,entry,granted
EVT-002090,2026-08-08T22:33:00+08:00,B-05-01,B-05-01-RES-2,resident,main_lobby,entry,granted
EVT-001468,2026-08-08T22:42:00+08:00,B-02-02,B-02-02-RES-1,resident,main_lobby,entry,granted
EVT-002296,2026-08-08T22:52:00+08:00,B-06-01,B-06-01-RES-2,resident,main_lobby,entry,granted
EVT-002691,2026-08-08T23:05:00+08:00,A-05-02,A-05-02-TEMP-02,visitor_card,main_lobby,entry,granted
EVT-002720,2026-08-09T04:40:00+08:00,B-04-01,B-04-01-WK-08-3,visitor_qr,main_lobby,exit,granted
EVT-002692,2026-08-09T05:05:00+08:00,A-05-02,A-05-02-TEMP-02,visitor_card,main_lobby,exit,granted
EVT-002811,2026-08-09T06:36:00+08:00,B-06-02,B-06-02-ACT-04,access_card,main_lobby,exit,granted
EVT-002875,2026-08-09T06:41:00+08:00,B-06-02,B-06-02-ACT-08,access_card,main_lobby,exit,granted
EVT-002843,2026-08-09T06:51:00+08:00,B-06-02,B-06-02-ACT-06,access_card,main_lobby,entry,granted
EVT-002091,2026-08-09T07:00:00+08:00,B-05-01,B-05-01-RES-2,resident,main_lobby,exit,granted
EVT-000063,2026-08-09T07:03:00+08:00,A-02-02,A-02-02-RES-1,resident,main_lobby,exit,granted
EVT-000963,2026-08-09T07:15:00+08:00,A-06-01,A-06-01-RES-3,resident,main_lobby,exit,granted
EVT-002718,2026-08-09T07:20:00+08:00,B-04-01,B-04-01-WK-08-2,visitor_qr,main_lobby,exit,granted
EVT-001623,2026-08-09T07:30:00+08:00,B-03-01,B-03-01-RES-2,resident,main_lobby,exit,granted
EVT-001321,2026-08-09T07:31:00+08:00,B-02-01,B-02-01-RES-1,resident,main_lobby,exit,granted
EVT-001675,2026-08-09T07:32:00+08:00,B-03-01,B-03-01-RES-3,resident,main_lobby,exit,granted
EVT-000765,2026-08-09T07:53:00+08:00,A-05-02,A-05-02-RES-1,resident,main_lobby,exit,granted
EVT-001419,2026-08-09T07:57:00+08:00,B-02-01,B-02-01-RES-3,resident,main_lobby,exit,granted
EVT-002297,2026-08-09T08:06:00+08:00,B-06-01,B-06-01-RES-2,resident,main_lobby,exit,granted
EVT-000917,2026-08-09T08:14:00+08:00,A-06-01,A-06-01-RES-2,resident,main_lobby,exit,granted
EVT-002193,2026-08-09T08:21:00+08:00,B-05-02,B-05-02-RES-2,resident,main_lobby,exit,granted
EVT-000265,2026-08-09T08:22:00+08:00,A-03-02,A-03-02-RES-1,resident,main_lobby,exit,granted
EVT-000165,2026-08-09T08:39:00+08:00,A-03-01,A-03-01-RES-1,resident,main_lobby,exit,granted
EVT-002137,2026-08-09T08:42:00+08:00,B-05-02,B-05-02-RES-1,resident,main_lobby,exit,granted
EVT-001113,2026-08-09T08:43:00+08:00,A-07-01,A-07-01-RES-1,resident,main_lobby,exit,granted
EVT-002353,2026-08-09T08:47:00+08:00,B-06-02,B-06-02-RES-1,resident,main_lobby,exit,granted
EVT-000667,2026-08-09T08:48:00+08:00,A-05-01,A-05-01-RES-2,resident,main_lobby,exit,granted
EVT-000867,2026-08-09T08:52:00+08:00,A-06-01,A-06-01-RES-1,resident,main_lobby,exit,granted
EVT-000117,2026-08-09T09:02:00+08:00,A-02-02,A-02-02-RES-2,resident,main_lobby,exit,granted
EVT-002561,2026-08-09T09:09:00+08:00,B-07-02,B-07-02-RES-1,resident,main_lobby,exit,granted
EVT-001163,2026-08-09T09:12:00+08:00,A-07-01,A-07-01-RES-2,resident,main_lobby,exit,granted
EVT-001883,2026-08-09T09:13:00+08:00,B-04-01,B-04-01-RES-3,resident,main_lobby,exit,granted
EVT-000717,2026-08-09T09:20:00+08:00,A-05-01,A-05-01-RES-3,resident,main_lobby,exit,granted
EVT-002043,2026-08-09T09:22:00+08:00,B-05-01,B-05-01-RES-1,resident,main_lobby,exit,granted
EVT-001469,2026-08-09T09:28:00+08:00,B-02-02,B-02-02-RES-1,resident,main_lobby,exit,granted
EVT-001827,2026-08-09T09:33:00+08:00,B-04-01,B-04-01-RES-2,resident,main_lobby,exit,granted
EVT-000567,2026-08-09T09:36:00+08:00,A-04-02,A-04-02-RES-1,resident,main_lobby,exit,granted
EVT-000417,2026-08-09T09:37:00+08:00,A-04-01,A-04-01-RES-1,resident,main_lobby,exit,granted
EVT-001991,2026-08-09T09:37:00+08:00,B-04-02,B-04-02-RES-2,resident,main_lobby,exit,granted
EVT-000013,2026-08-09T09:47:00+08:00,A-02-01,A-02-01-RES-1,resident,main_lobby,exit,granted
EVT-001375,2026-08-09T09:49:00+08:00,B-02-01,B-02-01-RES-2,resident,main_lobby,exit,granted
EVT-002245,2026-08-09T09:49:00+08:00,B-06-01,B-06-01-RES-1,resident,main_lobby,exit,granted
EVT-000511,2026-08-09T09:52:00+08:00,A-04-01,A-04-01-RES-3,resident,main_lobby,exit,granted
EVT-001779,2026-08-09T09:53:00+08:00,B-04-01,B-04-01-RES-1,resident,main_lobby,exit,granted
EVT-001221,2026-08-09T09:55:00+08:00,A-07-02,A-07-02-RES-1,resident,main_lobby,exit,granted
EVT-002397,2026-08-09T09:56:00+08:00,B-06-02,B-06-02-RES-2,resident,main_lobby,exit,granted
EVT-002513,2026-08-09T09:59:00+08:00,B-07-01,B-07-01-RES-2,resident,main_lobby,exit,granted
EVT-002451,2026-08-09T10:02:00+08:00,B-07-01,B-07-01-RES-1,resident,main_lobby,exit,granted
EVT-001729,2026-08-09T10:20:00+08:00,B-03-02,B-03-02-RES-1,resident,main_lobby,exit,granted
EVT-000371,2026-08-09T10:21:00+08:00,A-03-02,A-03-02-RES-3,resident,main_lobby,exit,granted
EVT-001017,2026-08-09T10:29:00+08:00,A-06-02,A-06-02-RES-1,resident,main_lobby,exit,granted
EVT-001517,2026-08-09T10:36:00+08:00,B-02-02,B-02-02-RES-2,resident,main_lobby,exit,granted
EVT-001569,2026-08-09T10:40:00+08:00,B-03-01,B-03-01-RES-1,resident,main_lobby,exit,granted
EVT-000217,2026-08-09T10:46:00+08:00,A-03-01,A-03-01-RES-2,resident,main_lobby,exit,granted
EVT-000817,2026-08-09T10:48:00+08:00,A-05-02,A-05-02-RES-2,resident,main_lobby,exit,granted
EVT-001273,2026-08-09T10:55:00+08:00,A-07-02,A-07-02-RES-2,resident,main_lobby,exit,granted
EVT-002716,2026-08-09T13:00:00+08:00,B-04-01,B-04-01-WK-08-1,visitor_qr,main_lobby,exit,granted
EVT-002890,2026-08-09T13:24:00+08:00,A-07-02,A-07-02-G-02,visitor_card,main_lobby,exit,granted
EVT-002721,2026-08-09T15:00:00+08:00,B-04-01,B-04-01-WK-09-1,visitor_qr,main_lobby,entry,granted
EVT-002723,2026-08-09T15:20:00+08:00,B-04-01,B-04-01-WK-09-2,visitor_qr,main_lobby,entry,granted
EVT-002725,2026-08-09T15:40:00+08:00,B-04-01,B-04-01-WK-09-3,visitor_qr,main_lobby,entry,granted
EVT-002727,2026-08-09T16:00:00+08:00,B-04-01,B-04-01-WK-09-4,visitor_qr,main_lobby,entry,granted
EVT-000718,2026-08-09T17:05:00+08:00,A-05-01,A-05-01-RES-3,resident,main_lobby,entry,granted
EVT-001470,2026-08-09T17:16:00+08:00,B-02-02,B-02-02-RES-1,resident,main_lobby,entry,granted
